Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC002146,07/13/2022 07:26:21 AM,Central Region,Slight,2,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Car,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Karnataka
ACC002147,09/24/2023 08:23:09 AM,Central Region,Slight,2,1,Single carriageway,20,Darkness - no lighting,Raining no high winds,Dry,Urban,Woman,Truck,No,School Open,Non-Festival,Evening,Medium,Chennai,Odisha
ACC002148,03-04-2024 23:23,West Metro,Slight,1,1,Roundabout,40,Daylight,Raining + high winds,Wet or damp,Rural,Man,Truck,No,School Vacation,Non-Festival,Night,Medium,Kolkata,Mizoram
ACC002149,12/25/2021 09:48:27 PM,West Metro,Slight,2,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Kolkata,Haryana
ACC002150,03/29/2023 04:13:09 PM,South Division,Slight,2,1,Slip road,20,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Assam
ACC002151,04-10-2024 08:36,West Metro,Serious,3,2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Man,Van,No,School Vacation,Festival,Evening,High,Kolkata,Assam
ACC002152,07/13/2021 10:48:19 PM,North Sector,Slight,3,1,Slip road,20,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Non-Festival,Night,Medium,Pune,Andhra Pradesh
ACC002153,10/17/2020 11:40:01 PM,East District,Slight,1,1,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Uttarakhand
ACC002154,01/27/2022 09:46:20 AM,Central Region,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Woman,Bus,No,School Vacation,Non-Festival,Morning,Low,Mumbai,Chhattisgarh
ACC002155,10-12-2023 02:17,East District,Serious,2,1,Roundabout,60,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Festival,Night,High,Shimla,Jharkhand
ACC002156,12-07-2021 13:07,Downtown Hub,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Lucknow,Gujarat
ACC002157,03/20/2022 07:03:00 PM,,Slight,1,2,Roundabout,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Chennai,Uttar Pradesh
ACC002158,01/16/2020 03:47:27 PM,North Sector,Slight,1,1,Slip road,40,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Festival,Afternoon,Medium,Hyderabad,Himachal Pradesh
ACC002159,03/24/2022 11:02:27 PM,West Metro,Slight,1,2,One way street,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Woman,Van,No,School Vacation,Festival,Afternoon,Medium,Bengaluru,West Bengal
ACC002160,08/15/2021 03:25:01 AM,East District,Slight,3,1,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Evening,Medium,Shimla,Gujarat
ACC002161,09/25/2024 03:15:27 AM,South Division,Serious,2,1,Roundabout,60,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Truck,No,School Vacation,Festival,Morning,Medium,Kolkata,Himachal Pradesh
ACC002162,05/14/2024 05:04:32 AM,South Division,Slight,2,1,Roundabout,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Festival,Afternoon,Medium,Lucknow,Haryana
ACC002163,07/29/2020 04:16:12 AM,North Sector,Serious,1,1,One way street,30,Darkness - no lighting,Fine + high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Kerala
ACC002164,10/26/2023 06:41:40 PM,South Division,Slight,3,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Delhi,Arunachal Pradesh
ACC002165,08/18/2022 02:40:19 PM,West Metro,Slight,2,1,Single carriageway,30,Darkness - lights unlit,,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Andhra Pradesh
ACC002166,07/14/2022 01:03:23 AM,West Metro,Fatal,4,1,Slip road,40,Darkness - no lighting,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Night,Medium,Lucknow,Meghalaya
ACC002167,04-03-2023 17:50,Downtown Hub,Slight,2,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Tamil Nadu
ACC002168,10/23/2022 04:03:28 AM,Downtown Hub,Slight,1,1,Single carriageway,30,Darkness - lights lit,Raining + high winds,Dry,Urban,Man,SUV,No,School Vacation,Non-Festival,Night,Medium,Bengaluru,Tamil Nadu
ACC002169,05/22/2021 10:28:28 PM,South Division,Slight,2,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Lucknow,Telangana
ACC002170,05-05-2024 10:43,Central Region,Slight,1,1,Roundabout,30,Daylight,Fine no high winds,Wet or damp,Rural,Woman,Van,No,School Open,Non-Festival,Evening,Medium,Pune,Chhattisgarh
ACC002171,08-04-2021 08:46,South Division,Slight,2,2,Single carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Vacation,Non-Festival,Morning,Low,Kolkata,Assam
ACC002172,09/27/2021 08:44:42 PM,South Division,Slight,1,1,Slip road,20,Darkness - no lighting,Fog or mist,Dry,Rural,Man,Van,Yes,School Vacation,Non-Festival,Morning,Medium,Hyderabad,Kerala
ACC002173,07/23/2024 04:42:44 AM,West Metro,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Open,Non-Festival,Evening,Medium,Jaipur,Haryana
ACC002174,02-07-2020 11:19,North Sector,Slight,3,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Sikkim
ACC002175,06-07-2020 09:54,West Metro,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,Yes,School Open,Non-Festival,Evening,Medium,Chennai,Uttarakhand
ACC002176,05-08-2023 12:09,Downtown Hub,Serious,1,2,One way street,40,Daylight,Fine + high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Delhi,Assam
ACC002177,01/16/2022 09:46:15 PM,East District,Slight,3,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Pune,Andhra Pradesh
ACC002178,07/14/2024 03:57:53 PM,East District,Slight,1,1,One way street,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Night,Medium,Shimla,Assam
ACC002179,10/26/2022 04:26:10 PM,South Division,Slight,2,1,Single carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Truck,No,School Open,Festival,Morning,Medium,Jaipur,Chhattisgarh
ACC002180,02-09-2023 03:45,North Sector,Slight,2,1,Roundabout,20,Darkness - no lighting,Raining no high winds,Wet or damp,Urban,Man,Car,No,School Open,Festival,Afternoon,Medium,Hyderabad,Manipur
ACC002181,08/28/2024 01:05:58 PM,Central Region,Slight,1,1,One way street,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Open,Festival,Evening,High,Jaipur,Maharashtra
ACC002182,10/25/2022 11:15:24 AM,South Division,Slight,3,1,Single carriageway,20,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Assam
ACC002183,10-08-2020 01:18,Downtown Hub,Slight,2,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Festival,Afternoon,Medium,Bengaluru,Andhra Pradesh
ACC002184,06-11-2020 00:16,West Metro,Slight,2,1,Slip road,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Delhi,Chhattisgarh
ACC002185,05-08-2024 09:15,West Metro,Slight,1,1,One way street,40,Daylight,Fine no high winds,Dry,Urban,Woman,Van,No,School Open,Non-Festival,Night,Medium,Delhi,Uttar Pradesh
ACC002186,09-09-2024 15:38,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Shimla,Tamil Nadu
ACC002187,01-04-2020 19:22,Central Region,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Maharashtra
ACC002188,12/13/2022 05:32:50 PM,East District,Slight,3,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Gujarat
ACC002189,06-03-2021 23:01,Downtown Hub,Slight,2,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Mumbai,Uttarakhand
ACC002190,03/31/2020 11:34:21 AM,East District,Slight,2,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Pune,Himachal Pradesh
ACC002191,05-09-2020 22:49,Central Region,Slight,1,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Delhi,Manipur
ACC002192,07/27/2024 05:30:16 PM,South Division,Slight,1,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bus,Yes,School Open,Festival,Morning,High,Chennai,Manipur
ACC002193,09-11-2020 11:27,South Division,Slight,2,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,Yes,School Open,Festival,Night,High,Delhi,Uttar Pradesh
ACC002194,01/22/2022 04:17:51 PM,West Metro,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine + high winds,Wet or damp,Rural,Man,Motorcycle,No,School Vacation,Non-Festival,Evening,Medium,Jaipur,Jharkhand
ACC002195,07/29/2020 02:20:42 AM,East District,Slight,1,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Delhi,West Bengal
ACC002196,07-04-2022 01:46,South Division,Slight,3,1,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Bus,No,School Open,Festival,Night,High,Delhi,Madhya Pradesh
ACC002197,01/14/2022 04:51:47 PM,,Slight,2,2,One way street,20,Daylight,Fine no high winds,Wet or damp,Urban,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Odisha
ACC002198,05/17/2020 07:49:41 AM,Central Region,Slight,1,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Morning,Low,Mumbai,Gujarat
ACC002199,01/29/2022 11:28:48 AM,East District,Slight,1,1,Roundabout,30,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,Man,Auto Rickshaw,Yes,School Open,Non-Festival,Night,Medium,Hyderabad,Mizoram
ACC002200,08/20/2020 12:47:11 AM,Central Region,Slight,2,1,Roundabout,40,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Truck,No,School Open,Festival,Night,High,Kolkata,Punjab
ACC002201,03/15/2021 07:18:44 PM,North Sector,Fatal,4,2,Single carriageway,40,Darkness - no lighting,Fine + high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Chennai,Bihar
ACC002202,12/31/2023 02:05:51 PM,Downtown Hub,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Wet or damp,Rural,Woman,Auto Rickshaw,Yes,School Vacation,Festival,Morning,High,Delhi,Chhattisgarh
ACC002203,12/30/2024 09:54:10 AM,South Division,Fatal,3,4,Slip road,50,Darkness - lights lit,Fine + high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Evening,Medium,Delhi,Tamil Nadu
ACC002204,02/15/2021 04:15:50 AM,South Division,Slight,2,1,One way street,40,Darkness - lights lit,Raining no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Morning,Low,Pune,Gujarat
ACC002205,05/14/2020 09:25:45 AM,West Metro,Slight,2,1,Single carriageway,30,Darkness - lights lit,,Dry,Rural,Man,SUV,No,School Open,Festival,Afternoon,Medium,Mumbai,Madhya Pradesh
ACC002206,08-08-2023 02:28,Downtown Hub,Slight,2,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Car,No,School Open,Non-Festival,Afternoon,Low,Chennai,Manipur
ACC002207,06-05-2022 16:58,South Division,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Bicycle,Yes,School Open,Festival,Night,High,Shimla,Karnataka
ACC002208,12/23/2023 07:22:33 AM,North Sector,Serious,3,2,Slip road,50,Darkness - lights unlit,Raining no high winds,Flood over 3cm deep,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Bihar
ACC002209,07-04-2023 09:39,West Metro,Slight,1,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Night,Medium,Kolkata,Madhya Pradesh
ACC002210,09/21/2024 06:02:52 PM,West Metro,Slight,2,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Vacation,Non-Festival,Afternoon,Low,Bengaluru,Gujarat
ACC002211,06/19/2023 08:01:31 PM,South Division,Slight,2,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,SUV,Yes,School Open,Non-Festival,Afternoon,Medium,Kolkata,Uttarakhand
ACC002212,09-01-2021 14:04,East District,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Night,Medium,Jaipur,Odisha
ACC002213,10-02-2021 22:20,North Sector,Serious,4,1,Roundabout,60,Daylight,Fine + high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Delhi,Sikkim
ACC002214,05-10-2021 14:07,South Division,Fatal,3,1,One way street,40,Darkness - no lighting,Fine no high winds,Frost or ice,Urban,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Hyderabad,West Bengal
ACC002215,11-07-2024 05:52,North Sector,Slight,3,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,Yes,School Open,Festival,Afternoon,High,Jaipur,Arunachal Pradesh
ACC002216,12-05-2024 09:31,North Sector,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Evening,Medium,Chennai,Jharkhand
ACC002217,04/13/2020 09:31:38 AM,South Division,Slight,2,1,Slip road,30,Daylight,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Vacation,Non-Festival,Morning,Low,Bengaluru,Madhya Pradesh
ACC002218,06-01-2022 04:56,Central Region,Slight,2,1,One way street,30,Daylight,,Dry,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Tripura
ACC002219,01-12-2022 17:18,West Metro,Serious,2,1,Slip road,50,Daylight,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Festival,Evening,High,Hyderabad,Rajasthan
ACC002220,07/17/2020 12:23:50 PM,North Sector,Slight,3,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Hyderabad,Goa
ACC002221,04-02-2020 01:08,North Sector,Slight,1,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Delhi,West Bengal
ACC002222,06-09-2023 10:10,West Metro,Serious,4,2,Roundabout,50,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Lucknow,West Bengal
ACC002223,08/30/2022 12:23:21 AM,South Division,Slight,2,2,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,SUV,No,School Open,Non-Festival,Afternoon,Low,Hyderabad,Kerala
ACC002224,09-04-2023 18:36,West Metro,Slight,2,1,Slip road,20,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Van,No,School Open,Non-Festival,Morning,Low,Pune,Kerala
ACC002225,08-09-2024 21:15,Central Region,Serious,2,2,One way street,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Truck,Yes,School Open,Festival,Evening,High,Bengaluru,Punjab
ACC002226,11-06-2020 13:44,Downtown Hub,Slight,2,1,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Man,SUV,No,School Vacation,Non-Festival,Night,Medium,Bengaluru,Karnataka
ACC002227,02/22/2023 10:42:30 AM,East District,Slight,2,1,Slip road,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Pune,Uttar Pradesh
ACC002228,10/16/2023 11:43:41 PM,North Sector,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Festival,Evening,High,Shimla,Tamil Nadu
ACC002229,04-05-2021 09:49,South Division,Slight,2,1,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Festival,Evening,High,Pune,West Bengal
ACC002230,08-12-2021 03:36,South Division,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Man,Car,No,School Vacation,Non-Festival,Morning,Low,Pune,Tripura
ACC002231,08-12-2021 22:05,North Sector,Serious,4,2,Dual carriageway,60,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Bengaluru,Gujarat
ACC002232,10-08-2020 03:39,West Metro,Slight,2,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,Yes,School Vacation,Non-Festival,Afternoon,Medium,Kolkata,Andhra Pradesh
ACC002233,07/24/2020 01:21:45 PM,Central Region,Slight,2,1,Slip road,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Andhra Pradesh
ACC002234,08/30/2023 03:30:41 PM,South Division,Slight,1,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Woman,Van,Yes,School Open,Non-Festival,Morning,Medium,Lucknow,Tripura
ACC002235,12/31/2022 11:46:54 PM,East District,Slight,3,2,Dual carriageway,20,Daylight,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Festival,Night,High,Delhi,Uttarakhand
ACC002236,06-01-2024 15:11,Central Region,Slight,2,1,Single carriageway,30,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Van,No,School Vacation,Non-Festival,Evening,Medium,Jaipur,Tripura
ACC002237,11/17/2021 09:29:41 AM,West Metro,Slight,2,1,One way street,20,Darkness - lights unlit,Fine + high winds,Dry,Urban,Woman,Van,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Punjab
ACC002238,07/14/2024 03:21:10 AM,North Sector,Slight,2,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Madhya Pradesh
ACC002239,03-08-2023 21:48,East District,Slight,1,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,SUV,Yes,School Open,Non-Festival,Night,Medium,Jaipur,Himachal Pradesh
ACC002240,03/31/2022 09:06:11 PM,Central Region,Serious,4,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Frost or ice,Urban,Man,Auto Rickshaw,Yes,School Vacation,Non-Festival,Morning,Medium,Delhi,Assam
ACC002241,07-03-2022 08:21,Downtown Hub,Slight,2,1,Roundabout,30,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Man,Truck,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,Gujarat
ACC002242,09/29/2023 03:29:19 AM,South Division,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Car,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Goa
ACC002243,06-12-2023 07:14,South Division,Slight,2,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Morning,Low,Mumbai,Haryana
ACC002244,04-09-2024 07:43,East District,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Morning,Low,Kolkata,Uttarakhand
ACC002245,03-01-2023 03:03,West Metro,Slight,2,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Morning,Low,Shimla,Himachal Pradesh
ACC002246,10/15/2024 04:28:07 PM,Central Region,Slight,2,1,Slip road,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Pune,Chhattisgarh
ACC002247,07/17/2022 04:32:26 AM,Downtown Hub,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Festival,Morning,Medium,Kolkata,Andhra Pradesh
ACC002248,06-05-2021 00:47,Downtown Hub,Slight,2,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Vacation,Festival,Night,High,Shimla,Odisha
